Song,Composers,Time,Seconds,Album,Fase,Lyrics,Harris,Dickinson,Murray,Smith,Gers,Di'Anno,Bayley,McBrain,Burr
The Wicker Man,"Smith, Harris, Dickinson",4:35,275,Brave New World,5,"hand of fate is move and the finger point to you he knock you to your feet and so what are you gonna do your tongu has frozen now you'v got someth to say the piper at the gate of dawn is call you his way you watch the world explod everi singl night danc in the sun a new born in the light say goodby to graviti and say goodby to death hello to etern and live for everi breath your time will come your time will come your time will come your time will come the ferryman want his money you ain't gonna give it back he can push his own boat as you set off up the track noth you can contempl will ever be the same everi second is a new spark , set the univers aflam you watch the world explod everi singl night danc in the sun a new born in the light brother and their father join hand to make a chain the shadow of the wicker man is rise up again your time will come your time will come",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ghost of the Navigator,"Gers, Dickinson, Harris",6:50,410,Brave New World,5,"i have sail to mani land , now i make my final journey on the bow i stand , west is where i go through the night i plough , still my heart , calcul and pray as the compass swing , my will is strong i will not be led astray mysteri of time cloud that hide the sun but i know , but i know , but i know i see the ghost of navig but they are lost as they sail into the sunset they'll count the cost as their skeleton accus emerg from the sea the siren of the rock , they beckon me take my heart and set it free , carri forward by the wave nowher left to run , navig son , chase rainbow all my day where i go i do not know , i onli know the place i'v been dream they come and go , ever shall be so , noth real until you feel i steer between the crash rock , the siren call my name lash my hand onto the helm , blood surg with the strain i will not fail now as sunris come the dark left behind for etern i follow on there is no other way mysteri of time cloud that hide the sun but i know , i know i see the ghost of navig but they are lost as they sail into the sunset they'll count the cost as their skeleton accus emerg from the sea the siren of the rock , they beckon me take my heart and set it free , carri forward by the wave nowher left to run , navig son chase rainbow all my day where i go i do not know , i onli know the place i'v been dream they come and go , ever shall be so noth real until you feel i see the ghost of navig but they are lost as they sail into the sunset they'll count the cost as their skeleton accus emerg from the sea the siren of the rock , they beckon me take my heart and set it free , carri forward by the wave nowher left to run , navig son chase rainbow all my day where i go i do not know , i onli know the place i'v been dream they come and go , ever shall be so noth real until you feel",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Brave New World,"Murray, Harris, Dickinson",6:18,378,Brave New World,5,"die swan twist wing beauti not need here lost my love , lost my life in this garden of fear i have seen mani thing in a lifetim alon mother love is no more bring this savag back home wilder hous of pain make no sens of it all close this mind dull this brain messiah befor his fall what you see is not real those who know will not tell all is lost sold your soul to this brave new * a brave new * in a brave new * a brave new * in a brave new * dragon king die queen where is salvat now lost my life , lost my dream rip the bone from my flesh silent scream laugh here die to tell you the truth you are plan you are damn in this brave new * a brave new * in a brave new * a brave new * in a brave new * in a brave new * a brave new * in a brave new * a brave new * a brave new * in a brave new * a brave new * in a brave new * in a brave new * a brave new * in a brave new * a brave new * die swan twist wing bring this savag back home",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Blood Brothers,Harris,7:14,434,Brave New World,5,"and if you'r take a walk through the garden of life what do you think you'd expect you would see ? just like a mirror reflect the move of your life and in the river reflect of me just for a second a glimps of my father i see and in a movement he beckon to me and in a moment the memori are all that remain and all the wound are reopen again we'r * brother we'r * brother we'r * brother we'r * brother and as you look all around at the world in dismay what do you see , do you think we have learn not if you'r take a look at the war-torn affray out in the street where the babi are burn we'r * brother we'r * brother we'r * brother we'r * brother there are time when i feel i'm afraid for the world there are time i'm asham of us all when you'r float on all the emot you feel and reflect the good and the bad will we ever know what the answer to life realli is ? can you realli tell me what life is ? mayb all the thing that you know that are precious to you could be swept away by fate own hand we'r * brother we'r * brother we'r * brother we'r * brother when you think that we'v use all our chanc and the chanc to make everyth right keep on make the same old mistak make untip the balanc so easi when we'r live our live on the edg say a prayer on the book of the dead we'r * brother we'r * brother we'r * brother we'r * brother and if you'r take a walk through the garden of life",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Mercenary,"Gers, Harris",4:42,282,Brave New World,5,"pay to kill , die to lose hunt , hunter which are you diablo come again to make trophi out of men lose your skin , lose your skull one by one the sack is full in the heat dehydr know which breath will be your last nowher to run , nowher to hide you'v got to kill to stay aliv nowher to run , nowher to hide you'v got to kill to stay aliv show them no * , show them no pain show them no * , show them no pain show them no * , show them no pain show them no * , show them no pain human heart , human mind intellect intertwin focus sharp in the night watch the jungl burn bright toe to toe throw the line everyon caught hand tie iron will iron fist how could it have come to this ? nowher to run , nowher to hide you'v got to kill to stay aliv nowher to run , nowher to hide you'v got to kill to stay aliv show them no * , show them no pain show them no * , show them no pain show them no * , show them no pain show them no * , show them no pain",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Dream of Mirrors,"Gers, Harris",9:21,561,Brave New World,5,"have you ever felt the futur is the past but you don't know how . . . ? a reflect dream of a captur time is it realli now . . . is it realli happen ? don't know whi i feel this way have i dreamt this time , this place ? someth vivid come again into my mind and i think i'v seen your face seen this room , been in this place someth vivid come again into my mind all my hope and expect look for an explan have i found my destin ? i just can't take no more the dream is true , the dream is true the dream is true , the dream is true think i'v heard your voic befor think i'v said these word befor someth make me feel i just might lose my mind am i still insid my dream ? is this a new realiti someth make me feel that i have lost my mind all my hope and expect look for an explan come to the realis that i can't take no more i onli dream in black and white i onli dream ' caus i am aliv i onli dream in black and white to save me from myself i onli dream in black and white i onli dream ' caus i'm aliv i onli dream in black and white pleas save me from myself the dream is true , the dream is true the dream is true , the dream is true i get up put on the light dread the oncom night scare to fall asleep and dream the dream again noth that i contempl noth that i can compar to let loos the demon deep insid my head dread to think what might be stir that my dream is reoccur got to keep away from drift save me from myself i onli dream in black and white i onli dream ' caus i'm aliv i onli dream in black and white to save me from myself i onli dream in black and white i onli dream ' caus i'm aliv i onli dream in black and white to save me from myself . . . lost in a dream of mirror lost in a paradox lost and time is spin lost a nightmar i retrac lost a hell that i revisit lost anoth time and place lost a parallel exist lost a nightmar i retrac i onli dream in black and white i onli dream ' caus i'm aliv i onli dream in black and white to save me from myself i onli dream in black and white i onli dream ' caus i'm aliv i onli dream in black and white to save me from myself i onli dream in black and white i onli dream ' caus i'm aliv i onli dream in black and white to save me from myself the dream is true , the dream is true the dream is true , the dream is true the dream is true , the dream is true the dream is true , the dream is true",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
The Fallen Angel,"Smith, Harris",4:00,240,Brave New World,5,"azazel is besid you and he play the game demon are insid you and they'r make their play watch and they'r hide as they wait for the time for a devil to get readi and take over your mind you and onli god would know what could be done you and onli god will know i am the onli one you and onli god would know what could be done you and onli god will know i am the chosen one could it be it the end of our world ? all the thing that we cherish and love noth left but to face this all on my own caus i am the chosen one could it be it the end of our world ? all the thing that we cherish and love noth left but to face this all on my own caus i am the chosen one beaten fallen angel but i'v risen again and the power is insid me , i'v decid to pray as i wait for armageddon and it come my way it an honour to be chosen and i wait for the day you and onli god would know what could be done you and onli god will know i am the onli one you and onli god would know what could be done you and onli god will know that i am the chosen one could it be it the end of my world ? all the thing that we cherish and love noth left but to face all this on my own caus i am the chosen one could it be it the end of our world ? all the thing that we cherish and love noth left but to face this all on my own caus i am the chosen one could it be it the end of our world ? all the thing that we cherish and love noth left but to face this all on my own caus i am the chosen one could it be it the end of our world ? all the thing that we cherish and love noth left but to face this all on my own caus i am the chosen one",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
The Nomad,"Murray, Harris",9:06,546,Brave New World,5,"like a mirag ride on the desert sand like a vision float with the desert wind know the secret of the ancient desert land you'r the keeper of the mysteri in your hand nomad rider of the ancient east nomad rider that men know the least nomad where you come from no one know nomad where you go to no one tell undercov of the veil of your disguis the men that fear you are the one that you despis no one certain what your futur will behold you'r a legend your own histori will be told nomad rider of the ancient east nomad rider that men know the least nomad where you come from no one know nomad where you go to no one tell no one dare to even look or glanc your way your reput goe befor you they all say like a spirit that can disappear at will mani claim of thing but no one seen you kill nomad , you'r the rider so mysteri nomad , you'r the spirit that men fear in us nomad , you'r the rider of the desert sand no man ever understood your genius those who see you in horizon desert sun those who fear your reput hide or run you send befor you a mystiqu that all your own your silhouett is like a statu carv in stone nomad , you'r the rider so mysteri nomad , you'r the spirit that men fear in us nomad , you'r the rider of the desert sand no man ever understood your genius legend has it that you speak an ancient tongu but no one spoke to you and live to tell the tale some they say that you have kill a hundr man other say that you have die and live again nomad , you'r the rider so mysteri nomad , you'r the spirit that men fear in us nomad , you'r the rider of the desert sand no man ever understood your genius",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Out of the Silent Planet,"Gers, Dickinson, Harris",6:25,385,Brave New World,5,"out of the silent planet out of the silent planet we are out of the silent planet out of the silent planet we are out of the silent planet out of the silent planet we are out of the silent planet out of the silent planet we are wither hand , wither bodi beg for salvat desert by the hand of god of their own creation nation cri underneath decay sky abov you are guilti the punish is death for all who live the punish is death for all who live out of the silent planet dream of desol out of the silent planet come the demon of creation out of the silent planet dream of desol out of the silent planet come the demon of creation the kill field , the grind wheel crush by equilibrium separ live no more disguis , no more second chanc haggard wisdom spit out the bitter tast of hate i accus you befor you know the crime it all too late befor you know the crime it all too late out of the silent planet dream of desol out of the silent planet come the demon of creation out of the silent planet dream of desol out of the silent planet come the demon of creation out of the silent planet out of the silent planet we are out of the silent planet out of the silent planet we are out of the silent planet dream of desol out of the silent planet come the demon of creation out of the silent planet dream of desol out of the silent planet come the demon of creation out of the silent planet out of the silent planet we are out of the silent planet out of the silent planet we are out of the silent planet out of the silent planet we are out of the silent planet out of the silent planet we are out of the silent planet out of the silent planet we are out of the silent planet out of the silent planet we are",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
The Thin Line Between Love Hate,"Murray, Harris",8:26,506,Brave New World,5,"when a person turn to wrong is it a want to be , belong ? part of thing at ani cost at what price a life is lost at what point do we begin fighter spirit a will to win but what make a man decid take the wrong or righteous road there a thin line between love and hate wider divid that you can see between good and bad there a gray place between black and white but everyon doe have the right to choos the path that he take we all like to put the blame on societi these thing but what kind of good or bad a new generat bring sometim take just more than that to surviv be good at heart there is evil in some of us no matter what will never chang i will hope my soul will fli so i will live forev heart will die my soul will fli and i will live forev just a few small tear between someon happi and one sad just a thin line drawn between be a genius or insan at what age begin to learn of which way out we will turn there a long and wide road and the trail is there to burn there a thin line between love and hate wider divid that you can see between good and bad there a gray place between black and white but everyon doe have the right to choos the path that he take i will hope my soul will fli so i will live forev heart will die my soul will fli and i will live forev there a thin line between love and hate the thin line between love and hate",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wildest Dreams,"Smith, Harris",3:52,232,Dance of Death,5,i'm gonna organis some chang in my life i'm gonna exorcis the demon of my past i'm gonna take the car and hit the open road i'm feel readi to just open up and go and i just feel i can be anyth that all i might ever wish to be and fantas just what i want to be make my wildest dream come true i'm on my way out on my own again i'm on my way out on the road again when i rememb back to how that thing just use to be and i was stuck insid a shroud of miseri i felt i'd dissapear so deep insid myself i couldn't find a way to break away the hell when i'm feel down and low i vow i'll never be the same again i just rememb what i am and visual just what i'm gonna be i'm on my way out on my own again i'm on my way out on the road again i'm on my way out on my own again i'm on my way i'm gonna breakaway,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Rainmaker,"Murray, Harris, Dickinson",3:48,228,Dance of Death,5,when i was wander in the desert and i was search for the truth i heard a choir of angel call out my name i had the feel that my life would never be the same again i turn my face toward the barren sun and i know of the pain that you feel the same as me and i dream about the rain as it fall upon the leav and the crack in our live like the crack upon the ground they are seal and are now wash away you tell me we can stop the rain you tell me that we all can chang you tell me we can find someth to wash the tear away you tell me we can stop the rain you tell me that we all can chang you tell me we can find someth to wash the tear . . . and i know of the pain that you feel the same as me and i dream about the rain as it fall upon the leav and the crack in the ground like the crack are in our live they are seal and now far away you tell me we can stop the rain you tell me that we all can chang you tell me we can find someth to wash the tear away you tell me we can stop the rain you tell me that we all can chang you tell me we can find someth to wash the tear . . . . . [ solo ] you tell me we can stop the rain you tell me that we all can chang you tell me we can find someth to wash the tear away you tell me we can stop the rain you tell me that we all can chang you tell me we can find someth to wash the tear . . . . . and i know of the pain that you feel the same as me and i dream about the rain as it fall upon the leav and the crack in the ground like the crack are in our live they are seal and now far away,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
No More Lies,Harris,7:21,441,Dance of Death,5,"there a darken sky befor me there no time to prepar salvag a last horizon but no regret from me mayb i'll be back some other day to live again just who can say in what shape or form that i might be just anoth chanc for me a hurri time no disgrac instead of race to conclus and wish all my life away no-on can stop me now time is up it couldn't last but there more thing i'd like to do i'm come back to tri again someday mayb i'll wait till then no more lie . . . they'r all sit at my tabl talk tall and drink wine their time is up just like me but they just don't know it yet so just a word of warn when you'r in your deepest dream there noth you can hide from i'v got my eye on you the clock is fast , the hour is near event past is everclear my life is set , the time is here i think i'm come home no more lie . . . a hurri time , no disgrac instead of race to conclus and wish all your life away no-on can stop me now time is up it couldn't last but there more thing i have to do i'm come back to tri again don't tell me that this is the end no more lie . . . by bck",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Montségur,"Gers, Harris, Dickinson",5:50,350,Dance of Death,5,"i stand alon in this desol space in death they are truli aliv massacr innoc , evil took place the angel were burn insid centuri later i wonder whi what secret that they took to their grave still burn heret under our sky religion still burn insid at the gate and the wall of montségur * on the stone of the citadel at the gate and the wall of montségur * on the stone of the citadel at the gate and the wall of montségur * on the stone of the citadel at the gate and the wall of montségur * on the stone of the citadel as we kill them all so god will know his own the innoc die for the pope on his throne cathol greed and it paranoid zeal curs of the grail and the blood of the cross templar believ with blood on their hand join in the chorus to kill on demand burn at the stake for their soul liberti to stand with the cathar to die and be free the book of old testament crippl and black satan his weapon is lust live this evil god ` s nation of flesh back to the tortur of life the perfect unwil die in the stake and all of the follow slain as for the knowledg of god they had claim religion still burn insid at the gate and the wall of montségur * on the stone of the citadel at the gate and the wall of montségur * on the stone of the citadel at the gate and the wall of montségur * on the stone of the citadel at the gate and the wall of montségur * on the stone of the citadel as we kill them all so god will know his own the innoc die for the pope on his throne cathol greed and it paranoid zeal curs of the grail and the blood of the cross templar believ with blood on their hand join in the chorus to kill on demand burn at the stake for their soul liberti still burn heret under our sky as we kill them all so god know his own laugh at the dark and in god we trust the eye of the triangl smile with sin no passov feast for the curs within face the sun as they went to their grave burn like a dog or you live like a slave death is the price for your soul liberti to stand with the cathar and to die and be free at the gate and the wall of montségur * on the stone of the citadel at the gate and the wall of montségur * on the stone of the citadel at the gate and the wall of montségur * on the stone of the citadel at the gate and the wall of montségur * on the stone of the citadel",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Dance of Death,"Gers, Harris",8:36,516,Dance of Death,5,"let me tell you a stori to chill the bone about a thing that i saw one night wander in the everglad i'd one drink but no more i was rambl , enjoy the bright moonlight gaze up at the star not awar of a presenc so near to me watch my everi move feel scare and i fell to my knee as someth rush me from the tree took me to an unholi place and that is where i fell from grace then they summon me over to join in with them to the danc of the dead in to the circl of fire i follow them in to the middl i was led as if time had stop still i was numb with fear but still i want to go and the blaze of the fire did no hurt upon me as i walk onto the coal and i felt i was in a tranc and my spirit was lift from me and if onli someon had the chanc to wit what happen to me and i danc and i pranc and i sang with them all had death in their eye lifeless figur they were undead all of them they had ascend from hell as i danc with the dead my free spirit was laugh and howl down at me below my undead bodi just danc the circl of dead until the time came to reunit us both my spirit came back down to me i didn't know if i was aliv or dead as the other all join in with me by luck then a skirmish start and took the attent away from me when they took their gaze from me was the moment that i fled i ran like hell faster than the wind but behind i did not glanc one thing that i did not dare was to look just straight ahead when you know that your time has come around you know you'll be prepar for it say your last goodby to everyon drink and say a prayer for it when you'r lie in your sleep , when you'r lie in your bed and you wake from your dream to go danc with the dead when you'r lie in your sleep , when you'r lie in your bed and you wake from your dream to go danc with the dead to this day i guess i'll never know just whi they let me go but i'll never go danc no more ' til i danc with the dead",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Gates of Tomorrow,"Gers, Harris, Dickinson",5:12,312,Dance of Death,5,weav a thread round your heart and your soul deciev your eye and delay your goal ship in the night when they pass out of sight deliv their cargo of eart delight to the women and the children the soul of the dead i'v open their book and no merci is shed you want forgiv and you want it cheap i don't give redempt reward for the meek suffer evil when you pay the price of fame there isn't a god to save you if you don't save yourself you can't blame a madman if you go insan give me the strength so i carri on trap in the web but i cut the thread show you the gate of tomorrow trap in the web no merci is shed show you the gate of tomorrow trap in the web slave to the dead show you the gate of tomorrow trap in the web but i cut the thread show you the gate of tomorrow suffer evil when you pay the price of fame there isn't a god to save you if you don't save yourself you can't blame a madman if you go insan give me the strength so i carri on trap in the web but i cut the thread show you the gate of tomorrow trap in the web slave to the dead show you the gate of tomorrow trap in the web no merci is shed show you the gate of tomorrow trap in the web but i cut the thread show you the gate of tomorrow,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
New Frontier,"McBrain, Smith, Dickinson",5:04,304,Dance of Death,5,"bleed you dri from the start the sum of my part to give it away new life in a day some new frankenstein damn for all time curs by the angel who fell who save me from hell ? and who is my god ? and where is my soul ? too tire to jump too young to run neverend forev search chase dream , the dream of my heart alway seek alway ask question right from the start out beyond the new frontier play god without merci without fear creat a beast made a man without a soul is it worth the risk a war of god and man ? i want to end my life now , but i don't know how recycl again a lifetim of pain the spawn of a man the devil has plan neverend forev search chase dream , the dream of my heart alway seek alway ask question right from the start out beyond the new frontier play god without merci without fear creat a beast made a man without a soul is it worth the risk a war of god and man ? is it worth the risk a war of god and man ?",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Paschendale,"Smith, Harris",8:27,507,Dance of Death,5,"in a foreign field he lay lone soldier unkown grave on his die word he pray tell the world of paschendal relief all that he been through last communioun of his soul rust your bullet with his tear let me tell you ' bout his year lay low in a blood fill trench kill until my veri own death on my face i can feel the fall rain never see my friend again in the smoke in the mud and lead smell the fear and the feel of dread soon be time to go over the wall rapid fire and the end of us all whistl , shout and more gun fire lifeless bodi hang on barb wire battlefield noth but a bloodi tomb be reunit with my dead friend soon mani soldier eighteen year drown in mud no more tear sure a war no-on can win kill time about to begin home , far away from the war , a chanc to live again home , far away but the war , no chanc to live again the bodi of our and our foe the sea of death it overflow in no man land god onli know into jaw of death we go crucifi as if on a cross alli troop they mourn their loss german war propaganda machin such befor has never been seen swear i heard the angel cri god demand no more may die so that peopl know the truth tell the tale of paschendal cruelti has a human heart everi man doe play his part terror of the men we kill the human heart is hungri still i stand my ground for the veri last time gun is readi as i stand in line nervous wait for the whistl to blow rush of blood and over we go blood is fall like the rain it crimson cloak unveil again the sound of gun can't hide their shame and so we die on paschendal dodg shrapnel and barb wire run straight at the cannon fire run blind as i hold my breath say a prayer symphoni of death as we charg the enemi line a burst of fire and we go down i choke a cri but no-on hear fell the blood go down my throat home , far away from the war , a chanc to live again home , far away but the war , no chanc to live again home , far away from the war , a chanc to live again home , far away but the war , no chanc to live again see my spirit on the wind across the line beyond the hill friend and foe will meet again those who die at paschendal",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Face in the Sand,"Smith, Harris, Dickinson",6:31,391,Dance of Death,5,"everybodi wait for someth to happen everybodi wait for someth to see lunat wait for bigger disast everyon wait for news on tv wind live at the end of the spiral wait dictat with their next big thrill everyon look but no one is listen everybodi want to be in at the kill i wait for the sign , they tell me true i see the sign of the end of time everyon search but noth reveal everyon look for the reason whi everyon hope for life everaft everyon look at death from the sky everyon nightmar are go to happen everybodi rip the mask from their eye everyon pray but no one believ everyon hero tell everyon lie i wait for the sign , they tell me true i see the sign of the end of time so i watch and i wait and i pray for an awnser an end to the strife and the world miseri but the end never came and we'r dig the grave and we'r load the gun for the kill can the end be at hand ? is the face in the sand ? futur memori of our tragedi can the end be at hand ? is the face in the sand ? futur memori of our tragedi",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Age of Innocence,"Murray, Harris",6:10,370,Dance of Death,5,"i can't be compromis in my thought no more i can't prevent the time my anger fill my heart i can't be sympath with a new lost caus i feel i'v lost my patienc with the world and all and all the politician and their hollow promis and all the lie , deceit and shame that goe with it the work man pay everyth for their mistak and with his life too if there was to be a war so we onli get one chanc can we take it and we onli get one life can't exchang it can we hold on to what we have don't replac it the age of innoc is fade . . . . . like an old dream a life of petti crime get punish with a holiday the victim ' mind are scar for life most everyday assail know just how much further they can go they know the law are soft convict chanc low so we onli get one chanc can we take it and we onli get one life can't exchang it can we hold on to what we have don't replac it the age of innoc is fade . . . . . like an old dream you can't protect yourselv even in your own home for fear of vigilant cri the victim wipe their tear so now the crimin they laugh right in our face judici system let them do it , a disgrac despond public worri where it all will end we can't protect ourselv our kid from crime the trend we cannot even warn each other of evil in our midst they have more right than us , you cannot call that just so we onli get one chanc can we take it and we onli get one life can't exchang it can we hold on to what we have don't replac it the age of innoc is fade . . . . . like an old dream",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Journeyman,"Smith, Harris, Dickinson",7:06,426,Dance of Death,5,"from the red sky of the east to the sunset in the west we have cheat death and he has cheat us but that was just a dream and this is what it mean we are sleep and we'll dream for evermor and the fragment remain of our memori and the shadow remain with our hand deep grey , came to mourn all the colour of the dawn will this journeyman day be his last ? i know what i want and i say what i want and no one can take it away i know what i want and i say what i want and no one can take it away but the memori still remain all the past year not so strang our winter time are like a silent shroud and the heartbeat of the day drive the mist away and winter not the onli dream around in your life you may choos desol and the shadow you build with your hand if you turn to the light that is burn in the night then the journeyman day has begun i know what i want and i say what i want and no one can take it away i know what i want . and i say what i want and no one can take it away in your life you may choos desol and the shadow you build with your hand if you turn to the light that is burn in the night then the journeyman day has begun i know what i want and i say what i want and no one can take it away i know what i want and i say what i want and no one can take it away",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Different World,"Smith, Harris",4:17,257,A Matter of Life and Death,5,"you lead me on the path keep show me the way i feel a littl lost a littl strang today i think i'll take ahold of whatev come my way then we'll see what happen take it day by day i thought i had it all i had it all work out just what the futur held that there would be no doubt but then the card came up and i took anoth turn but i don't know if it forev that i run tell me what you can hear and then tell me what you see everybodi has a differ way to view the world i would like you to know when you see the simpl thing to appreci this life it not too late to learn don't wanna be here somewher i'd rather be but when i get there i'm afraid it not for me tell me what you can hear and then tell me what you see everybodi has a differ way to view the world i would like you to know , when you see the simpl thing to appreci this life , it not too late to learn [ solo ] tell me what you can hear and then tell me what you see everybodi has a differ way to view the world i would like you to know , when you see the simpl thing to appreci this life , it not too late to learn don't wanna be here somewher i'd rather be but when i get there i'm afraid it not for me don't know what i want or where i want to be feel more confus the more the day go by",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
These Colours Don't Run,"Smith, Harris, Dickinson",6:52,412,A Matter of Life and Death,5,"it the same in everi countri when you say you'r leav left behind the love one wait silent in the hall where you'r go lie adventur other onli dream of red and green light this is real and so you go to war for the passion , for the glori for the memori , for the money you'r a soldier , for your countri what the differ , all the same far away from the land of our birth we fli a flag in some foreign earth we sail away like our father befor these colour don't run from a cold bloodi war there is no one that will save you go down in flame no surrend certain death you look it in the eye on the shore of tyranni you crash a human wave pay for my freedom with your lone unmark grave for the passion , for the glori for the memori , for the money you'r a soldier , for your countri what the differ , all the same far away from the land of our birth we fli a flag in some foreign earth we sail away like our father befor these colour don't run from a cold bloodi war",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Brighter Than a Thousand Suns,"Smith, Harris, Dickinson",8:44,524,A Matter of Life and Death,5,"we are not the son of god we are not his chosen peopl now we have cross the path he trod we will feel the pain of his begin shadow finger rise abov higher thing stab the desert sky oh behold the power of men on his tower readi for the fall clap hand togeth well raiser citi built on live hell tri to rais the suicid listen for the toll of the bell out of the univers a strang life is born unholi union triniti reform yellow sun , it evil twin in the black the wind deliverd him we will sleep to soul within at a sieg a nuclear gust is riven out of the univers a strang life is born unholi union triniti reform out of the dark brighter than a thousand sun out of the dark brighter than a thousand sun out of the dark brighter than a thousand sun out of the dark brighter than a thousand sun out of the dark brighter than a thousand sun out of the dark brighter than a thousand sun ( solo ) buri your moral and buri your dead buri your hand that has sin e = mc ^ 2 you can relat how we make god with our hand whatev would albert have said to his god about how he made war with the sun e = mc ^ 2 you can relat how we make god with our hand all nation are rise threw acid bell of love and hate chain medal of satan uncertainti brought us all to this all nation are rise threw acid bell of love and hate cold fusion and furi ( solo ) your bodi can't go on this way i was preachen of a small pray in the bunker where we'll die we are the execution that lie bomber launch with no recal minut warn of the missil of old take a look at your last day guess you won't have the time to cri out of the univers a strang life is born unholi union triniti reform out of the dark out of the dark out of the dark brighter than a thousand sun out of the dark brighter than a thousand sun out of the dark brighter than a thousand sun out of the dark brighter than a thousand sun out of the dark brighter than a thousand sun holi father , we have sin .",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
The Pilgrim,"Gers, Harris",5:07,307,A Matter of Life and Death,5,the key to death and hell the ail kingdom doom to fall the bond of sin and heart will break the pilgrim cours will take quell the devil might and readi for etern fight ach limb and faint soul holi battl take their toll liberti and hope divin chang water into wine so to you we bid farewel kingdom of heaven to hell spirit holi life etern rais me up take me home pilgrim sunris pagan sunset onward journey begun to courag find and gracious will deliv good from ill clean the water clean our guilt with us do what you will then will my judg appear bear no fals angel that i hear for onli then i will confess to my etern hell now give us our holi sign chang water into wine so to you we bid farewel kingdom of heaven to hell spirit holi life etern rais me up take me home pilgrim sunris pagan sunset onward journey begun,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
The Longest Day,"Smith, Harris, Dickinson",7:48,468,A Matter of Life and Death,5,"in the gloom the gather storm abat in the ship gimlet eye await the call to arm to hammer at the gate to blow them wide throw evil to it fate all summer long the drill to build the machin to turn men from flesh and blood to steel from paper soldier to bodi on the beach from summer sand to armageddon reach overlord , your master not your god the enemi coast dawn grey with scud these wretch soul puke , shake fear to take a bullet for those who sent them here the world alight , the cliff erupt in flame no escap , remorseless shrapnel rain drown men no chanc for a warrior fate a choke death enter hell gate slide we go , onli fear on our side to the edg of the wire , and we rush with the tide oh the water is red , with the blood of the dead but i'm still aliv , pray to god i surviv how long on this longest day ' til we final make it through how long on this longest day ' til we final make it through the rise dead , face bloat torn they are reliev , the live wait their turn your number up , the bullet got your name you still go on , to hell and back again valhalla wait , valkyri rise and fall the warrior tomb lie open for us all a ghost hand reach through the veil blood and sand , we will prevail slide we go , onli fear on our side to the edg of the wire and we rush with the tide oh the water is red with the blood of the dead but i'm still aliv , pray to god i surviv how long on this longest day ' til we final make it through how long on this longest day ' til we final make it through how long on this longest day ' til we final make it through how long on this longest day ' til we final make it through",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
